name,platform,genre,publisher,developer,rating,year_of_release,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
Gunslingers,Wii,Shooter,Neko Entertainment,Neko Entertainment,T,2010.0,0.07,0.06,0.0,0.02,0.15,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Professional Fisherman's Tour: Northern Hemisphere,DS,Sports,505 Games,Starfish,E,2007.0,0.16,0.0,0.0,0.01,0.17,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Color Cross,DS,Misc,Rising Star Games,Rising Star Games,E,2008.0,0.04,0.0,0.0,0.0,0.05,72.0,6.0,7.126899879372738,163.0088459991958
World Championship Pool 2004,XB,Sports,Jaleco,Blade Interactive,E,2003.0,0.03,0.01,0.0,0.0,0.04,67.0,11.0,7.126899879372738,163.0088459991958
F1 2002,GBA,Racing,"Destination Software, Inc",Magic Pockets,E,2002.0,0.01,0.01,0.0,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Stronghold Crusader Extreme,PC,Strategy,Gamecock,FireFly Studios,T,2008.0,0.0,0.02,0.0,0.0,0.02,45.0,11.0,6.8,45.0
Warriors: Legends of Troy,X360,Action,Tecmo Koei,unknown,E,2011.0,0.0,0.04,0.01,0.01,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Scooby-Doo 2: Monsters Unleashed,GBA,Action,THQ,Altron,E,2004.0,0.51,0.19,0.0,0.01,0.71,46.0,5.0,7.126899879372738,163.0088459991958
SSX Tricky,GBA,Sports,Electronic Arts,Visual Impact,E,2002.0,0.14,0.05,0.0,0.0,0.19,66.0,9.0,7.126899879372738,163.0088459991958
Mario Tennis: Power Tour,GBA,Sports,Nintendo,Camelot Software Planning,E,2005.0,0.24,0.09,0.19,0.01,0.52,81.0,21.0,8.0,25.0
Start the Party!,PS3,Misc,Sony Computer Entertainment,unknown,E,2010.0,0.07,0.41,0.0,0.13,0.62,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
WWF Raw,XB,Fighting,THQ,Anchor,T,2002.0,0.4,0.13,0.0,0.02,0.55,68.0,33.0,6.6,15.0
Rock Band 3,Wii,Misc,MTV Games,Backbone Entertainment,T,2010.0,0.53,0.06,0.0,0.04,0.63,91.0,10.0,6.9,36.0
Tokimeki Memorial Girl's Side 3rd Story,DS,Adventure,Konami Digital Entertainment,unknown,E,2010.0,0.0,0.0,0.19,0.0,0.19,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Petz Dogz 2,PS2,Simulation,Ubisoft,Ubisoft,E,2007.0,0.28,0.21,0.0,0.07,0.56,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Cloudy With a Chance of Meatballs,PS3,Platform,Ubisoft,Ubisoft Shanghai,E,2009.0,0.09,0.01,0.0,0.01,0.1,66.0,9.0,6.0,5.0
Battle Stations,PS,Strategy,Electronic Arts,unknown,E,1997.0,0.43,0.29,0.0,0.05,0.78,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
NFL Blitz 2001,PS,Sports,Midway Games,Midway,E,2000.0,0.33,0.22,0.0,0.04,0.59,70.0,6.0,7.126899879372738,163.0088459991958
Rune Factory 3: A Fantasy Harvest Moon,DS,Role-Playing,Rising Star Games,Neverland,E,2009.0,0.26,0.03,0.1,0.02,0.4,77.0,10.0,8.6,46.0
Rock Band Country Track Pack 2,PS3,Misc,MTV Games,Electronic Arts,E10+,2011.0,0.07,0.0,0.0,0.01,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
MLB Power Pros,Wii,Sports,Konami Digital Entertainment,Konami,E,2007.0,0.23,0.0,0.04,0.02,0.29,83.0,12.0,8.4,45.0
Assassin's Creed: Brotherhood,PC,Action,Ubisoft,Ubisoft Montreal,M,2011.0,0.15,0.34,0.0,0.1,0.59,88.0,24.0,8.2,1102.0
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,Misc,Konami Digital Entertainment,unknown,E,2004.0,0.22,0.17,0.0,0.06,0.44,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Tenchu: Wrath of Heaven,PS2,Action,Activision,K2 LLC,M,2003.0,0.44,0.34,0.25,0.11,1.14,79.0,33.0,8.4,38.0
F1 2015,PC,Racing,Codemasters,Codemasters,E,2015.0,0.0,0.05,0.0,0.0,0.05,61.0,13.0,3.6,63.0
Striker 96,PS,Sports,Time Warner Interactive,unknown,E,1995.0,0.04,0.03,0.0,0.01,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Need for Speed Rivals,PS4,Racing,Electronic Arts,Ghost Games,E10+,2013.0,0.73,0.92,0.03,0.3,1.98,80.0,53.0,6.2,667.0
Yoshi's Woolly World,WiiU,Platform,Nintendo,Good-Feel,E,2015.0,0.62,0.47,0.11,0.1,1.3,78.0,83.0,8.5,376.0
Shrek Smash n' Crash Racing,GC,Racing,Activision,Activision,E,2006.0,0.1,0.03,0.0,0.0,0.13,68.9971185166625,26.440992232523175,3.1,7.0
Doukyuusei,TG16,Adventure,NEC,unknown,E,1995.0,0.0,0.0,0.14,0.0,0.14,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Call of Duty: Modern Warfare 3,Wii,Shooter,Activision,"Treyarch, Sledgehammer Games",M,2011.0,0.55,0.2,0.0,0.08,0.82,70.0,16.0,1.8,442.0
Prototype: Biohazard Bundle,PS4,Action,Activision,Radical Entertainment,M,2016.0,0.01,0.0,0.0,0.0,0.02,48.0,4.0,2.0,53.0
Shin Sangoku Musou 6 Special,PSP,Action,Tecmo Koei,unknown,E,2011.0,0.0,0.0,0.11,0.0,0.11,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ridge Racer Unbounded,X360,Racing,Namco Bandai Games,Bugbear,T,2012.0,0.05,0.05,0.0,0.01,0.11,71.0,59.0,7.7,56.0
Imagine: Ice Champions,DS,Sports,Spike,Digital Kids,E,2007.0,0.15,0.0,0.0,0.01,0.16,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Bomberman Land,Wii,Misc,Rising Star Games,Racjin,E,2007.0,0.11,0.01,0.03,0.01,0.17,57.0,23.0,8.0,10.0
The Fairly Odd Parents: Shadow Showdown,PS2,Platform,THQ,unknown,E,2004.0,0.17,0.13,0.0,0.04,0.35,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Conflict: Denied Ops,PS3,Shooter,Eidos Interactive,Pivotal Games,M,2008.0,0.05,0.1,0.0,0.03,0.19,51.0,28.0,3.1,25.0
Star Wars: Rebel Assault II - The Hidden Empire,PS,Shooter,CTO SpA,unknown,E,1996.0,0.49,0.33,0.0,0.06,0.88,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,Adventure,Tecmo Koei,unknown,E,2007.0,0.0,0.0,0.22,0.0,0.22,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Tom Clancy's HAWX 2,PS3,Action,Ubisoft,Ubisoft,T,2010.0,0.21,0.12,0.03,0.05,0.41,70.0,30.0,6.8,19.0
Sigma Star Saga,GBA,Role-Playing,Atari,WayForward,E10+,2005.0,0.04,0.01,0.0,0.0,0.05,68.0,34.0,8.2,6.0
Blazing Angels: Squadrons of WWII,X360,Simulation,Ubisoft,Ubisoft,T,2006.0,0.36,0.02,0.0,0.03,0.42,66.0,58.0,7.9,53.0
Ridge Racer 6,X360,Racing,Namco Bandai Games,Namco,E,2005.0,0.1,0.02,0.07,0.01,0.2,74.0,65.0,7.1,28.0
Syphon Filter,PS,Shooter,Sony Computer Entertainment,unknown,E,1999.0,2.03,0.72,0.02,0.11,2.88,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,Action,Namco Bandai Games,unknown,E,2014.0,0.0,0.0,0.06,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
SNK Arcade Classics Vol. 1,Wii,Misc,Ignition Entertainment,SNK Playmore,T,2008.0,0.06,0.0,0.0,0.0,0.07,73.0,18.0,8.0,4.0
Winter Stars,Wii,Sports,Deep Silver,49Games,E,2011.0,0.05,0.05,0.0,0.01,0.11,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ben 10: Protector of Earth,DS,Action,D3Publisher,unknown,E,2007.0,0.68,0.82,0.0,0.19,1.7,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Quantum Redshift,XB,Racing,Microsoft Game Studios,Curly Monsters,T,2002.0,0.09,0.03,0.0,0.0,0.13,70.0,21.0,8.1,15.0
Sonic Unleashed,PS2,Platform,Sega,Sonic Team,E10+,2008.0,0.37,0.04,0.0,0.36,0.76,66.0,5.0,6.7,49.0
One Piece: Pirate Warriors 3,PSV,Action,Namco Bandai Games,Omega Force,T,2015.0,0.0,0.03,0.13,0.01,0.17,76.0,4.0,6.3,17.0
[Prototype 2],PC,Action,Activision,Radical Entertainment,M,2012.0,0.07,0.03,0.0,0.01,0.11,76.0,12.0,6.4,389.0
Full Auto 2: Battlelines,PS3,Racing,Sega,Pseudo Interactive,T,2006.0,0.14,0.02,0.0,0.02,0.18,67.0,43.0,7.6,25.0
Cabela's African Safari,X360,Sports,Activision Value,FUN Labs,T,2006.0,0.13,0.0,0.0,0.01,0.14,53.0,4.0,5.0,8.0
A Collection of Classic Games from the Intellivision,PS,Misc,Activision,unknown,E,1999.0,0.17,0.12,0.0,0.02,0.31,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Fracture,PS3,Shooter,LucasArts,Day 1 Studios,T,2008.0,0.11,0.04,0.0,0.02,0.16,62.0,40.0,5.8,18.0
Thor: God of Thunder,X360,Action,Sega,Liquid Entertainment,T,2011.0,0.09,0.04,0.0,0.01,0.14,38.0,40.0,5.7,22.0
Cabela's Survival: Shadows of Katmai,PS3,Sports,Activision,Activision,T,2011.0,0.11,0.05,0.0,0.02,0.18,68.9971185166625,26.440992232523175,7.4,5.0
FIFA Soccer 2002,GC,Sports,Electronic Arts,EA Sports,E,2001.0,0.14,0.04,0.0,0.0,0.18,81.0,13.0,8.0,9.0
Wacky World of Sports,Wii,Sports,Sega,Tabot,E10+,2009.0,0.08,0.0,0.0,0.01,0.09,45.0,10.0,7.126899879372738,163.0088459991958
Tetris DS,DS,Puzzle,Nintendo,Nintendo,E,2006.0,0.63,0.05,1.35,0.08,2.1,84.0,56.0,8.7,44.0
Harlem Globetrotters: World Tour,DS,Sports,Zoo Digital Publishing,Full Fat,E,2006.0,0.07,0.0,0.0,0.01,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,Role-Playing,Rocket Company,unknown,E,2016.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Just Dance Wii 2,Wii,Misc,Nintendo,unknown,E,2012.0,0.0,0.0,0.29,0.0,0.29,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
NFL Street 2,XB,Sports,Electronic Arts,EA Tiburon,E,2004.0,0.36,0.11,0.0,0.02,0.48,78.0,44.0,6.5,11.0
Command & Conquer: Tiberian Sun,PC,Strategy,Westwood Studios,unknown,E,1999.0,1.55,0.0,0.0,0.0,1.55,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Cut the Rope,3DS,Puzzle,Activision,ZeptoLab,E,2014.0,0.06,0.0,0.0,0.01,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Grand Theft Auto IV,X360,Action,Take-Two Interactive,Rockstar North,M,2008.0,6.76,3.07,0.14,1.03,11.01,98.0,86.0,7.9,2951.0
MorphX,X360,Shooter,505 Games,"Buka Entertainment, Targem Games",M,2010.0,0.05,0.0,0.0,0.0,0.05,33.0,4.0,6.6,15.0
Ace Combat 2,PS,Simulation,Sony Computer Entertainment,Namco,T,1997.0,0.16,0.11,0.56,0.06,0.89,83.0,10.0,8.2,22.0
VR Soccer '96,PS,Sports,Gremlin Interactive Ltd,unknown,E,1996.0,0.03,0.02,0.0,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Hatsune Miku: Project Diva,PSP,Misc,Sega,unknown,E,2009.0,0.0,0.0,0.26,0.0,0.26,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Midway's Greatest Arcade Hits Volume 1,N64,Misc,Midway Games,unknown,E,2000.0,0.19,0.05,0.0,0.0,0.24,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Prince of Persia: Warrior Within,PS2,Action,Ubisoft,Ubisoft Montreal,M,2004.0,0.54,0.88,0.0,0.22,1.64,83.0,51.0,8.5,120.0
Disney Tangled,Wii,Action,Disney Interactive Studios,unknown,E,2010.0,0.46,0.16,0.0,0.05,0.67,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dead Island,X360,Action,Deep Silver,Techland,M,2011.0,1.48,0.69,0.0,0.2,2.37,71.0,75.0,6.9,627.0
pro evolution soccer 2011,X360,Sports,Konami Digital Entertainment,Konami,E,2010.0,0.09,0.44,0.0,0.07,0.61,79.0,43.0,5.9,33.0
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,Misc,Mentor Interactive,unknown,E,2009.0,0.23,0.0,0.0,0.02,0.25,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
FlatOut,PS2,Racing,Empire Interactive,Bugbear,T,2004.0,0.19,0.15,0.0,0.05,0.38,70.0,30.0,8.5,16.0
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,Disney Interactive Studios,Traveller's Tales,E10+,2011.0,0.73,0.67,0.0,0.15,1.55,73.0,14.0,7.0,13.0
Rugby Challenge 3,XOne,Sports,Alternative Software,Wicked Witch Software,E,2016.0,0.0,0.01,0.0,0.0,0.01,68.9971185166625,26.440992232523175,6.6,5.0
D.C. II P.S.: Da Capo II Plus Situation,PS2,Adventure,Kadokawa Shoten,unknown,E,2008.0,0.0,0.0,0.06,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Best Of Tests,DS,Puzzle,Conspiracy Entertainment,unknown,E,2008.0,0.01,0.0,0.0,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Fable,XB,Role-Playing,Microsoft Game Studios,Big Blue Box,M,2004.0,1.99,0.58,0.0,0.09,2.66,85.0,87.0,8.5,268.0
"Warhammer 40,000: Dawn of War II",PC,Strategy,THQ,Relic,M,2009.0,0.0,0.45,0.0,0.02,0.47,85.0,67.0,8.1,1502.0
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,Sports,Konami Digital Entertainment,unknown,E,2007.0,0.0,0.0,0.04,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dragon Age: Inquisition,PS4,Role-Playing,Electronic Arts,BioWare,M,2014.0,0.73,0.88,0.08,0.32,2.01,89.0,43.0,7.4,1984.0
Monster Hunter Freedom 2,PS3,Role-Playing,Capcom,unknown,E,2011.0,0.0,0.0,0.5,0.0,0.5,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Magical Quest starring Mickey Mouse,SNES,Platform,Capcom,unknown,E,1992.0,0.66,0.17,0.35,0.03,1.21,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Megamind: The Blue Defender,PSP,Adventure,THQ,THQ,E10+,2010.0,0.08,0.03,0.0,0.02,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Aeon Flux,PS2,Action,THQ,Terminal Reality,T,2005.0,0.02,0.02,0.0,0.01,0.04,66.0,19.0,5.8,9.0
007: Quantum of Solace,DS,Action,Activision,Vicarious Visions,T,2008.0,0.11,0.01,0.0,0.01,0.13,65.0,10.0,7.126899879372738,163.0088459991958
Star Wars: The Force Unleashed II,Wii,Action,LucasArts,"LucasArts, Red Fly Studio",T,2010.0,0.52,0.18,0.0,0.06,0.76,71.0,10.0,7.8,31.0
F-Zero: Maximum Velocity,GBA,Racing,Nintendo,Nd Cube,E,2001.0,0.39,0.16,0.37,0.12,1.04,86.0,19.0,8.5,22.0
Cabela's Big Game Hunter 2005 Adventures,XB,Sports,Activision,FUN Labs,T,2004.0,0.13,0.04,0.0,0.01,0.18,65.0,5.0,8.3,6.0
Pro Yakyuu Netsu Star 2006,PS2,Sports,Namco Bandai Games,unknown,E,2006.0,0.0,0.0,0.14,0.0,0.14,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Legend of Zelda: Twilight Princess,GC,Action,Nintendo,Nintendo,T,2006.0,1.15,0.36,0.04,0.04,1.59,96.0,16.0,9.2,568.0
Tomb Raider: Anniversary,X360,Action,Eidos Interactive,Crystal Dynamics,T,2007.0,0.12,0.22,0.0,0.05,0.39,77.0,33.0,8.3,39.0
FIFA Soccer 13,WiiU,Action,Electronic Arts,Electronic Arts,E,2012.0,0.17,0.27,0.0,0.04,0.47,69.0,28.0,6.2,49.0
Sengoku Musou 3: Moushouden ,Wii,Action,Ackkstudios,unknown,E,2011.0,0.0,0.0,0.08,0.0,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Rock Band Track Pack Volume 2,PS3,Misc,MTV Games,Harmonix Music Systems,T,2008.0,0.11,0.0,0.0,0.01,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dance Dance Revolution Extreme,PS2,Simulation,Konami Digital Entertainment,KCET,E,2004.0,1.04,0.81,0.0,0.27,2.13,77.0,26.0,9.0,20.0
Indigo Prophecy,PS2,Adventure,Atari,Quantic Dream,M,2005.0,0.07,0.06,0.0,0.02,0.15,83.0,47.0,7.8,104.0
Prince of Persia: The Sands of Time,GBA,Action,Ubisoft,Ubisoft Montreal,T,2003.0,0.11,0.04,0.0,0.0,0.15,75.0,25.0,8.8,5.0
Red Faction II,XB,Shooter,THQ,Outrage Games,M,2003.0,0.09,0.03,0.0,0.0,0.12,74.0,20.0,5.8,11.0
River Raid II,2600,Shooter,Activision,unknown,E,1988.0,0.47,0.03,0.0,0.01,0.51,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Pictionary: Ultimate Edition,PS3,Misc,THQ,Page 44 Studios,E,2011.0,0.15,0.06,0.0,0.03,0.24,62.0,4.0,7.126899879372738,163.0088459991958
Battlefield 2142,PC,Shooter,Electronic Arts,EA DICE,T,2006.0,0.0,0.02,0.0,0.0,0.03,80.0,48.0,6.8,326.0
Horrid Henry's Horrid Adventure,DS,Adventure,Asylum Entertainment,unknown,E,2010.0,0.0,0.07,0.0,0.01,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Conker's Bad Fur Day,N64,Platform,THQ,unknown,E,2001.0,0.53,0.22,0.0,0.02,0.77,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ridge Racer DS,DS,Racing,Namco Bandai Games,Namco,E,2004.0,0.14,0.0,0.0,0.01,0.15,63.0,35.0,6.7,7.0
Penguins of Madagascar,WiiU,Action,Namco Bandai Games,Little Orbit,E,2014.0,0.01,0.02,0.0,0.0,0.03,68.9971185166625,26.440992232523175,5.2,6.0
Ratatouille,PSP,Action,THQ,Locomotive Games,E,2007.0,0.22,0.27,0.0,0.16,0.66,64.0,7.0,7.1,7.0
Sniper Elite 3,X360,Shooter,505 Games,Rebellion,M,2014.0,0.16,0.12,0.0,0.03,0.3,68.9971185166625,26.440992232523175,6.6,26.0
L.A. Rush,PS2,Racing,Midway Games,Midway,T,2005.0,0.23,0.18,0.0,0.06,0.47,58.0,31.0,8.0,10.0
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,Misc,Konami Digital Entertainment,unknown,E,2006.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Mark McMorris Infinite Air,PS4,Sports,FuRyu Corporation,HB Studios Multimedia,T,2016.0,0.01,0.0,0.0,0.0,0.02,49.0,15.0,6.0,29.0
The Incredibles: Rise of the Underminer,PS2,Action,THQ,Heavy Iron Studios,E10+,2005.0,0.18,0.14,0.0,0.05,0.36,60.0,12.0,7.1,8.0
Assassin's Creed Chronicles,XOne,Action,Ubisoft,Climax Studios,T,2016.0,0.0,0.01,0.0,0.0,0.01,68.9971185166625,26.440992232523175,6.8,8.0
NBA Jam Tournament Edition,SNES,Sports,Acclaim Entertainment,unknown,E,1995.0,0.87,0.12,0.0,0.02,1.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ratchet & Clank: Full Frontal Assault,PS3,Adventure,Sony Computer Entertainment,unknown,E,2012.0,0.19,0.01,0.0,0.03,0.23,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,Action,Zoo Digital Publishing,Krome Studios,E10+,2005.0,0.02,0.01,0.0,0.0,0.02,66.0,13.0,7.126899879372738,163.0088459991958
NHL Breakaway 98,PS,Sports,Acclaim Entertainment,unknown,E,1996.0,0.08,0.05,0.0,0.01,0.14,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
DJ Hero 2,PS3,Misc,Activision,FreeStyleGames,T,2010.0,0.47,0.19,0.0,0.1,0.75,86.0,46.0,7.8,22.0
Doko Demo Issho,PSP,Misc,Sony Computer Entertainment,unknown,E,2004.0,0.0,0.0,0.1,0.0,0.1,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Wordmaster,DS,Strategy,Zoo Digital Publishing,Sarbakan Inc.,E,2008.0,0.09,0.0,0.0,0.01,0.09,57.0,5.0,7.126899879372738,163.0088459991958
Call of Duty: World at War Final Fronts,PS2,Shooter,Activision,unknown,E,2008.0,0.61,0.18,0.0,0.94,1.72,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Toy Story Mania!,Wii,Misc,Disney Interactive Studios,Papaya Studios,E,2009.0,1.04,0.66,0.0,0.18,1.88,49.0,15.0,6.6,13.0
Invizimals: Shadow Zone,PSP,Strategy,Sony Computer Entertainment,Novarama,E10+,2010.0,0.05,0.16,0.0,0.08,0.29,68.9971185166625,26.440992232523175,9.0,4.0
IL-2 Sturmovik: 1946,PC,Simulation,Ubisoft,1C: Maddox Games,T,2006.0,0.0,0.04,0.0,0.01,0.04,86.0,9.0,8.8,115.0
M&Ms Shell Shocked,PS,Action,Berkeley,unknown,E,2001.0,0.02,0.01,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
World Soccer Winning Eleven 9 (US sales),PSP,Sports,Konami Digital Entertainment,unknown,E,2005.0,0.05,0.0,0.0,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Resident Evil (Remake),GC,Action,Capcom,unknown,E,2002.0,0.63,0.38,0.35,0.05,1.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Donkey Kong Jungle Beat,GC,Platform,Nintendo,Nintendo,E10+,2004.0,0.84,0.22,0.24,0.04,1.34,80.0,49.0,8.3,30.0
The Club,PS3,Shooter,Sega,Bizarre Creations,M,2008.0,0.14,0.07,0.0,0.03,0.23,72.0,42.0,6.5,15.0
Petz Wild Animals: Tigerz,DS,Simulation,Ubisoft,Magic Pockets,E,2008.0,0.52,0.0,0.0,0.04,0.56,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Monster High 13 Wishes,WiiU,Action,Little Orbit,Game Machine Studios,E,2013.0,0.02,0.0,0.0,0.0,0.02,68.9971185166625,26.440992232523175,5.5,8.0
Anarchy Reigns,X360,Action,Sega,PlatinumGames,M,2012.0,0.12,0.02,0.02,0.01,0.17,73.0,38.0,7.9,105.0
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,Role-Playing,Kadokawa Games,unknown,E,2015.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Atari Flashback Classics: Volume 1,XOne,Misc,Atari,"Atari, Atari SA",E,2016.0,0.02,0.0,0.0,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Incredibles,GC,Action,THQ,Heavy Iron Studios,T,2004.0,0.65,0.17,0.0,0.02,0.84,63.0,27.0,7.1,7.0
Create,X360,Action,Electronic Arts,EA Bright Light,E,2010.0,0.1,0.03,0.0,0.01,0.14,60.0,19.0,5.8,10.0
X-Men Origins: Wolverine - Uncaged Edition,PS3,Action,Activision,unknown,E,2009.0,0.31,0.31,0.0,0.12,0.74,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Mario Party 8,Wii,Misc,Nintendo,Hudson,E,2007.0,3.74,2.24,1.58,0.7,8.27,62.0,41.0,6.3,190.0
Jikkyou Powerful Pro Yakyuu 3,SNES,Sports,Konami Digital Entertainment,unknown,E,1996.0,0.0,0.0,0.45,0.0,0.45,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,Adventure,ChunSoft,unknown,E,2012.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Hoshigami: Ruining Blue Earth Remix,DS,Role-Playing,505 Games,Barnhouse Effect,T,2007.0,0.0,0.0,0.01,0.0,0.01,55.0,13.0,7.9,11.0
Super Robot Taisen W,DS,Strategy,Banpresto,unknown,E,2007.0,0.0,0.0,0.3,0.0,0.3,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Sonic Boom: Shattered Crystal,3DS,Action,Sega,Sanzaru Games,E,2014.0,0.17,0.09,0.0,0.03,0.29,47.0,21.0,6.3,160.0
Dream Salon,Wii,Misc,Zoo Games,Zoo Games,E,2009.0,0.05,0.0,0.0,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Spy Fiction,PS2,Action,Sega,Access Games,M,2003.0,0.02,0.02,0.0,0.01,0.04,61.0,33.0,7.126899879372738,163.0088459991958
MLB 2006,PS2,Sports,Sony Computer Entertainment,989 Sports,E,2005.0,0.33,0.01,0.0,0.05,0.4,81.0,32.0,9.0,21.0
Surf's Up,PS2,Sports,Ubisoft,Ubisoft Montreal,E10+,2007.0,0.14,0.11,0.0,0.04,0.29,60.0,4.0,7.126899879372738,163.0088459991958
Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,Role-Playing,Namco Bandai Games,unknown,E,1987.0,0.0,0.0,1.25,0.0,1.25,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ducati World Racing Challenge,PS,Racing,Acclaim Entertainment,Attention To Detail,E,2001.0,0.02,0.01,0.0,0.0,0.03,68.0,7.0,7.126899879372738,163.0088459991958
BioShock Infinite,X360,Shooter,Take-Two Interactive,Irrational Games,M,2013.0,1.22,0.54,0.02,0.16,1.93,93.0,33.0,8.5,1647.0
LittleBigPlanet PS Vita,PSV,Platform,Sony Computer Entertainment,"Tarsier Studios, Double Eleven",E,2012.0,0.35,0.61,0.02,0.27,1.25,88.0,71.0,8.6,348.0
Speed Kings,GC,Racing,Acclaim Entertainment,Climax Group,E,2003.0,0.01,0.0,0.0,0.0,0.02,59.0,9.0,7.126899879372738,163.0088459991958
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,Platform,TDK Mediactive,Pocket Studios,E,2003.0,0.93,0.34,0.0,0.02,1.29,49.0,10.0,6.2,5.0
Prince of Persia,PS3,Action,Ubisoft,Ubisoft Montreal,T,2008.0,0.47,0.4,0.03,0.17,1.07,85.0,59.0,7.3,245.0
